job,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
0,-635,1,1,0,25,7,250,1,-1,0,no
1,115,1,1,0,11,8,209,4,-1,0,no
1,498,0,1,0,8,5,55,2,298,4,no
1,1045,0,0,0,9,7,290,13,-1,0,no
9,-162,0,1,0,18,5,380,1,-1,0,no
4,55,1,1,0,2,2,124,3,-1,0,no
9,455,1,1,0,29,1,240,1,182,8,no
4,1010,0,1,0,15,5,385,3,364,9,no
4,509,0,1,0,6,5,133,1,-1,0,no
9,3071,0,0,0,7,5,63,3,-1,0,no
4,153,0,1,0,18,11,192,2,-1,0,no
1,1092,1,0,0,18,11,79,1,172,8,no
4,3463,1,0,0,28,10,96,1,-1,0,yes
0,1158,0,1,0,20,4,25,2,-1,0,no
0,26,0,1,0,7,5,227,2,-1,0,no
7,566,1,1,0,5,2,110,1,-1,0,no
9,204,1,1,0,7,8,134,2,-1,0,no
9,480,1,1,0,20,10,213,1,-1,0,yes
9,1855,0,1,0,4,2,75,1,273,1,no
7,1034,1,1,0,8,8,109,2,-1,0,no
4,3250,1,1,0,20,8,162,3,-1,0,no
4,1633,1,1,0,5,6,275,1,-1,0,yes
7,0,0,1,0,22,6,154,1,124,1,no
5,3334,1,1,0,14,8,632,4,-1,0,yes
4,4020,0,0,0,15,4,251,1,-1,0,no
4,66,1,0,1,8,7,141,1,-1,0,no
9,-41,0,0,0,3,4,154,1,-1,0,no
1,322,0,1,0,7,5,63,1,-1,0,no
2,2643,1,0,0,8,7,259,1,-1,0,no
0,3098,0,1,1,21,11,192,9,-1,0,no
9,65,1,1,0,25,8,41,2,-1,0,no
0,739,0,1,0,20,11,91,3,-1,0,no
4,1167,0,0,0,1,6,264,1,-1,0,yes
0,231,0,1,0,21,11,397,2,-1,0,no
2,233,1,1,0,5,2,446,1,-1,0,no
0,817,1,1,0,9,4,304,1,-1,0,no
4,1831,0,1,0,20,4,86,2,-1,0,no
9,450,0,1,0,13,5,63,1,-1,0,no
7,0,0,1,0,5,5,335,2,281,8,no
4,414,1,1,0,29,1,293,2,162,4,no
0,343,0,1,0,14,7,276,3,-1,0,no
4,1944,0,1,0,15,4,238,3,323,2,no
1,-32,0,0,0,31,7,14,6,-1,0,no
4,350,1,1,0,8,7,367,1,-1,0,no
10,2,0,1,0,16,7,132,1,-1,0,no
9,3,1,1,1,18,5,40,8,349,6,no
1,352,0,1,0,11,5,79,3,-1,0,no
4,865,0,1,0,3,6,101,1,-1,0,no
8,-230,0,1,0,18,5,259,2,-1,0,no
4,0,1,1,0,13,8,60,2,-1,0,no
1,3924,0,1,0,20,4,122,2,-1,0,no
9,764,0,1,0,14,7,557,5,-1,0,no
1,511,0,1,1,11,5,42,1,-1,0,no
4,4348,0,1,0,28,8,373,8,-1,0,no
4,3016,0,1,0,14,7,80,3,-1,0,no
8,279,1,1,0,7,5,239,3,-1,0,no
4,111,1,1,1,24,3,58,2,-1,0,no
4,2881,1,1,0,5,8,510,2,2,5,no
1,445,0,1,0,16,4,218,1,330,2,no
4,643,0,1,0,17,4,74,2,256,1,no
3,254,1,1,0,8,10,676,1,-1,0,no
4,-1212,0,1,0,15,5,1259,2,333,18,no
9,2125,0,0,0,21,11,285,3,116,4,no
1,-202,0,0,0,30,7,225,4,-1,0,no
9,271,0,1,0,13,5,80,2,268,2,no
4,703,0,1,0,14,4,342,1,-1,0,yes
1,-216,0,1,0,28,7,404,3,-1,0,no
7,88,1,0,0,7,7,332,1,-1,0,no
0,16,0,1,0,30,1,158,1,-1,0,no
4,466,0,1,0,14,5,164,1,-1,0,no
9,-75,0,1,0,4,2,57,1,247,1,no
1,456,1,1,0,12,5,121,1,-1,0,no
9,77,0,1,0,7,5,56,1,-1,0,no
1,1209,1,1,0,29,1,283,1,-1,0,no
7,58,0,1,0,7,5,113,1,337,2,no
4,421,1,1,0,20,11,22,5,-1,0,no
4,112,0,1,0,2,2,159,2,271,1,no
6,13669,1,1,0,15,10,138,1,136,8,no
4,1429,0,1,0,19,11,1015,1,198,2,yes
9,794,1,1,1,2,2,182,1,-1,0,no
2,1957,1,1,0,4,2,112,3,-1,0,no
9,454,0,1,0,10,7,114,1,-1,0,no
1,882,1,0,0,29,7,80,8,-1,0,no
10,168,0,1,1,30,1,66,1,241,1,no
4,714,0,1,0,26,8,135,22,-1,0,no
4,0,1,1,0,7,9,99,1,-1,0,no
5,163,1,1,0,24,7,464,1,-1,0,no
10,1772,1,1,0,29,7,206,4,-1,0,no
7,-151,1,1,0,8,7,283,2,-1,0,no
7,7066,0,1,0,15,5,667,3,357,3,yes
9,454,1,1,0,4,2,73,3,-1,0,no
9,439,1,1,0,20,8,143,2,-1,0,no
4,671,0,0,0,29,1,219,2,259,5,no
7,65,0,1,0,15,5,15,3,-1,0,no
9,-932,0,1,0,16,4,567,1,-1,0,no
9,4366,0,1,0,29,7,188,2,-1,0,no
5,0,0,1,0,11,7,159,2,-1,0,no
1,4900,0,1,1,31,7,121,2,-1,0,no
3,976,1,1,0,28,6,345,1,94,3,yes
1,5,1,1,0,18,8,71,3,-1,0,no
4,-148,1,1,0,18,11,144,2,-1,0,no
9,113,1,0,0,22,7,38,1,-1,0,no
4,-105,0,1,0,28,8,60,2,-1,0,no
4,624,1,1,0,17,9,336,2,183,2,yes
1,-461,1,1,0,11,5,254,2,353,1,no
9,144,0,0,0,14,10,104,1,85,19,no
2,4,0,0,0,20,4,74,5,-1,0,no
1,309,1,1,0,19,8,156,2,-1,0,no
4,866,1,1,0,29,1,146,2,-1,0,no
1,636,0,1,0,9,7,211,11,-1,0,no
9,141,0,1,0,19,8,299,2,-1,0,no
9,150,0,0,0,11,5,102,6,349,1,no
3,26965,1,1,0,21,4,654,2,-1,0,yes
9,716,0,1,0,14,5,234,2,-1,0,no
9,2485,1,1,1,24,7,48,6,-1,0,no
4,15030,0,1,0,13,5,167,1,174,7,no
0,11303,1,1,0,26,5,500,2,-1,0,no
2,595,1,1,0,7,8,22,2,-1,0,no
4,19358,1,1,0,19,11,258,2,-1,0,no
6,203,1,0,0,19,11,177,1,-1,0,no
0,255,1,1,0,30,4,457,1,80,1,yes
9,102,0,1,1,17,4,460,2,345,2,no
3,94,0,1,0,22,7,184,4,-1,0,no
2,58,0,1,1,13,5,119,3,371,3,no
4,606,1,1,0,5,3,77,6,-1,0,no
9,0,1,0,0,23,7,107,1,-1,0,no
4,9269,0,0,0,19,11,107,2,-1,0,no
1,1206,1,0,1,16,7,201,5,-1,0,no
4,882,1,0,0,29,1,94,1,205,2,no
8,5291,1,1,0,12,11,192,2,92,2,yes
4,61,0,1,0,29,1,185,2,246,1,no
9,0,0,1,0,17,11,77,1,-1,0,no
1,1407,0,1,0,6,5,142,3,-1,0,no
9,25,1,1,0,2,2,381,1,-1,0,no
1,1354,0,0,0,17,11,222,2,-1,0,no
1,793,0,1,0,17,4,106,1,-1,0,no
9,5235,1,1,0,7,8,67,3,-1,0,no
9,3,0,1,0,6,5,45,2,169,2,no
9,409,1,0,0,14,7,643,2,-1,0,no
0,35,0,1,0,15,10,76,1,69,2,no
4,-459,1,1,0,21,8,508,6,-1,0,no
7,198,1,1,0,5,7,128,2,-1,0,yes
1,99,0,1,0,17,4,193,2,322,1,no
7,3485,1,1,0,2,2,142,2,-1,0,no
4,-29,1,1,0,29,1,41,2,266,2,no
9,9,1,1,0,21,8,91,2,-1,0,no
4,4040,0,1,0,20,4,132,2,-1,0,no
6,1259,1,1,0,25,7,184,2,-1,0,no
0,18,0,1,0,18,7,225,1,-1,0,no
9,221,1,1,0,20,8,79,3,-1,0,no
4,136,0,1,0,22,4,156,1,-1,0,no
1,16353,1,1,0,27,10,223,2,-1,0,no
3,7353,1,1,0,13,8,536,2,-1,0,no
0,3913,0,1,0,20,4,196,2,315,2,no
1,-119,0,1,0,22,7,167,3,-1,0,no
0,2993,0,1,0,22,7,24,12,-1,0,no
4,3575,1,0,0,18,8,74,3,-1,0,no
1,2904,1,1,0,20,4,277,2,-1,0,no
2,1790,1,0,0,6,2,748,3,-1,0,no
4,8312,1,1,0,29,8,43,13,-1,0,no
4,0,0,1,0,7,8,262,1,99,2,yes
4,222,0,1,0,6,5,317,1,169,2,no
1,1451,1,1,0,1,6,314,1,-1,0,yes
9,1066,1,1,0,11,2,109,3,-1,0,yes
4,3163,1,1,0,25,8,56,6,-1,0,no
4,106,1,1,0,20,8,175,3,-1,0,no
9,0,1,1,0,12,8,56,2,-1,0,no
4,979,1,0,0,8,7,123,1,-1,0,no
0,2662,1,1,1,28,1,148,2,-1,0,no
4,84,1,1,0,5,2,231,1,-1,0,no
4,816,0,1,0,27,8,37,3,-1,0,no
10,3276,1,1,0,5,8,106,1,110,2,no
9,3315,0,1,0,9,4,820,2,-1,0,no
9,196,0,0,0,24,2,116,1,273,3,no
1,552,0,1,0,12,5,463,1,-1,0,no
0,2347,1,0,0,12,8,603,3,-1,0,no
4,255,1,1,0,19,11,126,1,-1,0,no
4,3143,1,1,0,29,6,421,2,-1,0,yes
1,6411,0,0,0,30,1,144,1,266,2,no
4,1909,1,1,0,8,8,191,2,-1,0,no
1,3873,1,1,1,21,4,222,1,-1,0,no
6,1013,0,1,0,11,8,206,1,461,1,yes
0,262,0,1,0,9,7,74,1,-1,0,no
9,5436,0,1,0,6,5,7,11,351,1,no
1,2067,0,1,0,15,5,493,7,-1,0,no
1,215,1,1,0,3,3,350,3,-1,0,yes
6,134,1,1,0,28,8,86,4,-1,0,no
2,262,1,1,0,20,11,371,1,-1,0,no
1,3412,0,1,0,15,5,22,4,-1,0,no
9,79,1,1,0,21,7,191,1,-1,0,no
6,2013,1,1,0,19,2,222,4,94,2,yes
1,543,1,0,1,17,7,264,3,-1,0,no
1,604,1,0,0,28,5,95,3,-1,0,no
4,525,1,1,0,13,8,127,2,-1,0,no
5,353,1,1,0,31,7,395,4,-1,0,no
4,964,0,1,0,8,4,174,1,-1,0,no
0,3913,0,1,0,27,4,124,1,-1,0,yes
0,314,0,1,0,17,4,279,1,-1,0,no
3,0,1,1,0,27,8,76,11,-1,0,no
1,1370,0,1,0,11,5,472,2,-1,0,no
4,37,1,1,0,18,8,84,11,-1,0,no
4,673,0,0,0,20,11,271,1,184,1,no
8,291,1,1,1,11,5,172,5,371,5,no
9,209,0,0,0,8,4,375,2,-1,0,no
9,438,0,1,0,12,8,130,2,-1,0,no
1,204,0,0,0,17,4,229,3,-1,0,no
4,10758,0,1,0,1,6,288,1,-1,0,no
4,5,0,1,0,18,11,219,3,-1,0,no
8,8494,1,1,0,25,8,158,2,-1,0,no
4,8,1,1,0,25,8,169,4,-1,0,no
0,470,0,1,0,31,7,101,4,-1,0,no
1,-454,0,1,0,14,5,558,1,-1,0,yes
5,665,0,1,0,22,4,371,2,-1,0,yes
9,994,0,1,0,11,8,149,1,78,5,yes
5,1044,1,1,1,3,7,353,2,-1,0,yes
3,231,1,1,0,9,7,76,2,-1,0,no
9,266,0,1,0,19,8,168,2,-1,0,no
4,-70,0,1,0,30,1,140,1,2,3,no
9,534,0,1,0,18,5,382,1,-1,0,no
0,1852,0,1,0,15,5,298,2,-1,0,no
4,9720,1,1,0,5,8,81,2,-1,0,no
1,1613,0,1,0,3,4,296,1,270,3,yes
0,2903,0,0,1,25,7,259,2,-1,0,no
0,81,0,1,0,6,8,121,6,112,3,no
1,780,0,1,0,15,5,432,3,-1,0,no
10,178,1,1,0,8,8,126,2,-1,0,no
4,299,1,1,0,16,7,120,4,-1,0,no
5,285,0,1,0,29,1,136,1,-1,0,no
1,872,0,1,0,17,4,1130,3,-1,0,no
7,1337,1,1,0,17,dec,330,2,127,3,yes
7,72,0,1,0,23,7,305,2,-1,0,no
0,11,0,1,0,11,5,157,1,-1,0,no
1,-535,0,1,0,30,7,71,2,-1,0,no
7,787,0,1,0,8,5,297,2,-1,0,no
4,3343,1,1,0,18,11,307,1,-1,0,no
2,3904,1,1,1,4,8,250,2,187,2,yes
4,736,0,1,0,30,4,119,1,-1,0,no
4,1390,1,1,0,7,8,116,2,-1,0,no
5,808,1,1,1,7,7,274,1,-1,0,no
4,1147,1,1,0,5,8,389,1,64,2,yes
7,1122,1,1,0,4,8,143,1,-1,0,no
10,0,0,1,0,18,11,756,1,-1,0,no
9,740,1,1,0,7,8,259,3,-1,0,no
4,8262,0,1,0,23,7,201,16,-1,0,no
1,1049,0,1,0,14,5,224,4,-1,0,yes
1,0,0,1,0,13,5,57,5,349,1,no
4,726,0,1,0,16,4,39,1,342,3,no
0,1988,1,1,0,27,3,164,2,130,2,yes
9,0,1,1,0,7,8,268,2,-1,0,no
0,202,1,0,0,17,11,148,1,-1,0,no
0,112,1,1,0,18,8,139,5,-1,0,no
3,50,1,1,0,18,8,89,3,-1,0,no
3,768,1,1,0,15,7,250,2,182,1,no
1,661,0,1,0,18,7,968,1,-1,0,yes
6,3025,1,0,0,6,8,168,3,-1,0,no
6,751,1,1,0,24,7,408,14,-1,0,no
4,416,1,1,0,23,10,56,4,-1,0,no
7,14,1,0,0,28,7,55,5,-1,0,no
1,0,1,1,0,11,8,72,5,-1,0,no
9,599,0,1,0,13,8,99,3,-1,0,no
4,-218,0,1,0,27,8,13,15,-1,0,no
9,1012,1,1,0,14,4,178,1,-1,0,no
9,217,0,1,0,14,5,141,1,346,2,no
4,2096,1,1,0,21,11,127,1,100,2,no
9,0,1,1,0,4,8,69,2,-1,0,no
4,1831,1,1,0,17,2,122,1,92,1,no
4,1480,0,1,0,18,5,143,1,-1,0,no
4,7289,0,1,0,2,2,316,3,-1,0,no
1,851,0,1,0,15,5,151,1,352,1,no
4,2885,1,1,0,19,11,40,1,-1,0,no
1,1239,0,1,0,18,7,90,1,-1,0,no
4,146,1,1,0,21,11,50,1,113,5,no
9,1,1,1,0,15,4,159,2,378,3,yes
1,-10,1,0,0,10,7,369,6,-1,0,no
9,480,1,1,0,22,10,344,2,182,8,yes
9,2789,0,1,0,4,9,256,2,94,1,no
9,3897,1,1,0,26,10,298,1,-1,0,no
9,487,1,0,0,11,8,268,3,-1,0,no
0,5110,0,1,0,13,4,231,1,-1,0,no
9,-411,0,1,0,12,5,78,5,292,3,no
4,4937,0,1,1,13,5,421,3,-1,0,no
2,725,1,0,0,10,7,105,1,-1,0,no
9,4089,1,1,0,26,5,114,7,287,3,no
9,188,1,1,0,26,8,286,2,-1,0,no
5,610,1,1,0,13,8,766,3,-1,0,no
9,167,1,1,0,4,8,211,3,-1,0,no
4,243,0,1,0,7,5,160,2,360,3,no
4,877,1,1,0,3,2,166,3,-1,0,no
0,2817,0,1,0,21,11,195,1,-1,0,no
4,4567,0,0,0,16,7,106,1,-1,0,no
7,127,0,0,0,23,7,85,3,-1,0,no
1,176,1,1,0,24,7,78,1,-1,0,no
7,1482,0,1,0,18,11,177,2,174,1,no
9,56,1,1,0,29,8,24,12,-1,0,no
4,366,1,1,0,3,6,593,1,-1,0,yes
3,501,0,0,0,7,8,59,2,-1,0,no
4,998,0,1,0,29,1,121,3,-1,0,no
6,0,0,1,1,28,7,97,2,-1,0,no
4,246,1,1,0,11,8,86,2,-1,0,no
1,-182,0,0,0,14,5,10,10,-1,0,no
4,446,1,1,0,23,6,205,3,-1,0,no
9,5957,0,1,0,18,11,138,2,-1,0,no
0,205,1,1,0,3,11,289,1,-1,0,yes
0,0,1,1,0,4,8,86,4,-1,0,no
4,369,0,1,1,22,8,9,3,-1,0,no
0,1934,1,0,0,14,5,225,1,364,1,no
9,259,1,1,0,22,7,407,4,-1,0,no
4,1373,1,1,0,22,10,119,4,-1,0,no
4,62,0,1,0,18,5,175,1,293,5,no
10,991,1,1,0,5,2,563,1,-1,0,no
10,977,0,1,0,4,5,52,4,91,1,no
6,2893,1,1,0,2,6,76,3,-1,0,no
1,1897,0,0,0,19,11,441,1,-1,0,no
9,5514,1,1,0,22,4,319,1,182,1,yes
0,1193,1,1,0,12,5,396,2,-1,0,no
0,0,1,1,0,20,4,637,1,-1,0,no
9,2729,0,1,0,6,4,945,1,139,1,no
4,-470,0,1,0,8,5,506,2,170,3,no
6,4579,1,1,0,12,1,409,2,-1,0,yes
1,1,0,1,0,14,7,116,3,-1,0,no
4,5106,1,1,0,30,4,244,1,-1,0,yes
9,636,0,1,0,4,5,352,4,-1,0,yes
7,1076,1,1,0,12,5,152,1,182,6,yes
9,430,1,1,0,27,8,154,4,-1,0,no
9,383,1,1,0,27,10,327,2,183,3,no
9,130,0,1,0,7,5,265,3,-1,0,no
9,201,1,1,0,22,7,257,2,-1,0,no
1,6,0,1,0,28,1,241,3,-1,0,no
2,475,1,0,0,21,7,936,4,-1,0,no
1,706,0,1,0,7,4,329,1,322,1,no
4,1825,0,1,0,14,5,24,1,346,1,no
6,185,1,1,0,22,6,177,5,138,1,no
1,4415,1,1,1,13,10,120,1,-1,0,no
4,679,1,1,1,22,4,135,3,-1,0,no
9,320,1,1,0,9,7,175,1,-1,0,no
4,2988,0,1,0,25,5,179,1,-1,0,no
9,1270,1,1,0,17,4,342,2,-1,0,no
7,654,0,1,0,13,5,139,2,-1,0,no
2,3463,0,0,0,28,8,210,3,-1,0,no
4,6016,1,1,0,2,2,670,3,-1,0,yes
4,3694,1,0,0,8,7,70,2,-1,0,no
5,1640,1,0,0,4,2,72,6,274,4,no
0,174,0,1,0,15,5,241,1,364,1,no
0,10177,1,1,0,5,5,272,4,-1,0,no
4,490,1,1,0,28,8,207,8,98,1,yes
6,2576,0,1,0,15,5,64,6,-1,0,no
9,598,1,1,0,30,4,166,1,-1,0,no
4,15459,1,1,0,26,5,245,3,97,7,no
1,320,1,1,1,30,7,203,2,-1,0,no
0,640,1,1,0,24,7,318,1,-1,0,no
6,1772,0,1,0,13,4,158,4,-1,0,no
0,15,1,0,0,21,7,177,1,-1,0,no
1,160,0,1,0,7,5,136,1,359,1,no
0,5,0,0,0,18,5,82,3,363,2,no
0,4902,0,1,0,20,11,110,1,-1,0,no
5,1341,1,1,0,18,dec,415,7,-1,0,yes
7,490,0,1,0,2,2,73,1,-1,0,no
7,-632,0,0,0,20,4,18,5,-1,0,no
0,116,1,0,0,16,7,255,2,-1,0,no
0,189,0,1,0,11,5,95,1,-1,0,no
1,2,0,0,0,10,7,112,1,-1,0,no
1,4229,0,0,0,5,5,205,2,-1,0,no
7,54,0,1,0,18,5,97,1,370,1,no
1,298,0,1,0,13,5,135,2,370,2,no
5,579,1,1,0,14,8,230,1,-1,0,no
2,1467,0,0,0,17,11,349,1,-1,0,no
0,0,0,1,0,8,5,38,1,-1,0,no
4,109,0,1,0,22,7,268,1,-1,0,no
4,-11,0,1,0,11,5,94,4,-1,0,no
7,90,0,1,0,28,7,263,2,-1,0,no
1,493,1,1,0,18,8,671,4,-1,0,yes
0,2403,0,1,0,28,1,180,2,-1,0,no
2,868,1,1,0,20,11,452,2,-1,0,no
10,0,1,1,0,15,7,175,4,-1,0,no
9,0,0,0,0,19,11,163,2,-1,0,no
1,741,0,1,0,16,4,227,1,-1,0,no
7,1050,0,1,0,3,2,586,3,-1,0,no
7,-56,1,0,0,10,7,119,5,-1,0,no
1,1,0,0,1,22,7,80,2,-1,0,no
1,-98,0,0,0,12,5,112,2,330,3,no
10,541,0,1,0,3,2,237,3,-1,0,no
10,7744,1,1,0,26,8,377,8,-1,0,no
10,-129,0,1,0,29,7,121,3,-1,0,no
0,0,1,1,0,15,7,127,5,-1,0,no
9,0,1,1,0,25,8,124,4,-1,0,no
1,-97,0,0,0,31,7,747,4,-1,0,no
1,-217,0,1,0,11,5,313,1,349,3,no
4,5037,1,1,0,23,4,252,9,185,5,yes
0,2232,1,1,0,13,2,121,1,-1,0,yes
4,913,0,1,0,23,6,883,1,674,4,no
2,0,0,1,0,11,7,271,2,-1,0,no
0,639,1,0,0,14,7,243,3,-1,0,no
7,386,0,1,0,2,8,155,2,-1,0,no
4,1218,0,1,1,28,1,70,2,-1,0,no
4,2603,0,1,0,11,2,280,4,-1,0,yes
1,79,0,1,0,14,5,406,2,-1,0,no
9,61,0,0,0,25,8,113,3,-1,0,no
9,1091,1,1,1,30,7,47,2,-1,0,no
4,172,1,1,0,3,7,67,2,-1,0,no
4,41,1,1,0,21,8,686,5,-1,0,yes
8,1116,0,1,0,2,3,170,3,-1,0,no
5,5845,1,1,0,14,5,1060,2,-1,0,yes
7,5673,1,0,0,4,8,357,3,-1,0,no
9,0,1,1,1,26,8,176,15,-1,0,no
4,625,0,1,0,7,4,424,1,138,1,no
7,867,0,1,0,3,2,177,2,211,3,no
5,8304,1,1,1,9,6,712,1,64,12,yes
4,3134,0,1,0,17,7,124,1,-1,0,no
6,49,0,1,0,30,1,208,2,-1,0,no
9,-346,1,1,0,13,8,136,4,-1,0,no
4,1623,0,1,0,19,11,1081,2,-1,0,yes
4,60,1,1,1,7,5,376,2,339,7,no
7,17,1,1,0,4,6,78,1,-1,0,no
1,2008,0,1,0,18,11,354,1,-1,0,no
1,91,0,1,0,6,5,29,1,356,2,no
2,171,0,1,0,19,11,209,1,191,4,no
4,1027,0,1,0,14,5,433,1,-1,0,no
1,142,0,1,1,11,5,41,2,300,5,no
0,852,1,1,0,14,4,108,2,-1,0,no
1,-584,0,1,0,7,5,411,2,-1,0,no
6,97,1,1,0,10,7,108,2,-1,0,no
0,204,0,1,0,3,6,224,2,-1,0,yes
1,856,0,0,0,30,7,95,5,-1,0,no
4,1509,1,1,0,15,3,144,2,124,1,no
7,-888,1,1,0,16,7,135,1,-1,0,no
9,226,1,1,0,15,1,176,2,-1,0,no
9,127,1,0,0,7,8,524,5,-1,0,no
0,710,0,0,0,6,5,653,1,334,2,yes
4,171,1,1,0,10,3,93,1,-1,0,yes
4,69,0,1,0,6,5,503,2,280,2,no
0,1499,0,1,0,13,4,186,1,327,2,no
4,61,1,0,0,19,8,452,2,-1,0,no
5,425,1,1,1,22,6,883,1,140,1,yes
4,99,1,1,0,29,1,24,3,-1,0,no
8,1021,1,1,1,19,6,79,9,-1,0,no
9,1146,1,1,0,4,7,178,2,-1,0,no
1,781,0,1,0,15,5,74,2,-1,0,no
0,1448,1,1,0,10,3,217,1,184,7,no
4,604,1,0,0,2,2,475,1,-1,0,no
0,-194,0,1,0,7,5,127,1,-1,0,no
9,0,1,1,0,11,3,101,1,-1,0,no
3,0,0,1,0,14,7,340,3,-1,0,no
9,1014,0,1,0,23,7,158,4,-1,0,no
0,73,1,1,0,29,1,242,1,-1,0,no
4,1906,0,1,0,14,7,68,3,-1,0,no
1,-319,0,0,0,9,7,134,4,-1,0,no
4,-296,0,1,0,14,5,113,3,-1,0,no
9,169,0,1,0,18,8,43,4,-1,0,no
9,126,1,1,0,3,3,229,1,-1,0,no
1,379,1,1,0,13,8,58,5,-1,0,no
6,706,1,1,0,30,4,78,2,176,1,no
4,1466,0,1,0,25,7,40,1,-1,0,no
1,0,0,1,0,18,11,618,2,-1,0,no
1,951,0,1,0,20,4,23,4,-1,0,no
0,368,1,1,0,20,8,293,1,90,4,yes
1,121,0,1,0,13,5,16,6,176,5,no
7,204,1,1,0,23,7,286,2,-1,0,no
0,299,0,1,0,6,5,209,1,321,1,no
7,254,0,1,0,15,4,397,2,337,1,no
4,553,0,1,0,17,9,113,4,479,1,no
7,518,0,1,1,17,11,76,1,-1,0,no
4,85,1,0,0,1,6,141,1,-1,0,no
7,361,1,1,1,5,6,329,1,95,1,no
5,4424,1,1,0,5,8,67,4,-1,0,no
9,3234,1,1,0,18,11,578,2,-1,0,yes
9,341,1,0,0,29,1,136,1,262,3,no
9,316,1,1,0,21,8,126,3,-1,0,no
9,2,1,1,1,28,1,653,3,-1,0,no
4,507,0,1,0,9,4,528,1,-1,0,no
1,912,0,1,0,13,5,785,1,-1,0,no
4,0,1,1,0,9,7,243,5,-1,0,no
1,37,0,1,0,13,5,24,2,362,1,no
1,0,0,1,0,16,4,1174,1,345,4,yes
1,1520,0,1,0,5,2,115,1,-1,0,no
5,852,1,1,0,15,3,341,1,-1,0,no
7,2253,0,1,0,13,5,937,3,-1,0,yes
4,1171,0,1,0,10,7,129,1,-1,0,no
9,452,0,1,0,11,5,59,1,-1,0,no
0,-97,0,1,0,29,1,79,1,225,2,no
5,4738,1,1,1,9,7,151,5,-1,0,no
8,0,1,1,0,6,8,101,5,3,6,no
4,495,1,1,0,5,8,157,3,97,2,yes
2,157,1,0,0,15,5,57,11,366,1,no
7,292,0,1,0,11,5,222,3,-1,0,no
0,846,0,1,0,17,4,758,2,-1,0,no
5,1574,1,1,1,29,7,301,3,-1,0,yes
2,-28,0,1,0,16,7,574,1,-1,0,no
5,0,1,1,0,16,10,847,1,60,1,yes
5,2927,1,0,1,30,7,78,5,-1,0,no
5,1388,1,1,0,20,7,146,3,190,3,no
9,102,0,1,0,14,8,272,2,-1,0,no
9,13,0,1,0,8,5,323,2,368,2,no
6,413,0,1,0,11,7,712,2,-1,0,no
0,638,0,1,0,20,8,75,9,-1,0,no
4,1224,0,0,0,24,7,1441,2,-1,0,yes
6,1103,1,1,0,12,8,428,2,-1,0,no
7,3748,1,1,0,28,5,322,3,-1,0,no
9,955,0,1,0,29,1,104,1,-1,0,no
0,518,0,1,0,8,5,127,1,-1,0,no
9,14,1,1,0,28,1,114,2,-1,0,no
4,3696,1,1,0,19,11,305,1,182,3,no
4,2987,0,1,0,12,8,307,1,-1,0,yes
9,433,1,1,0,11,8,1504,2,-1,0,no
9,0,0,1,0,1,6,71,1,-1,0,no
1,1766,1,0,0,5,6,166,2,-1,0,yes
7,124,0,1,0,31,7,81,5,-1,0,no
0,69,1,0,0,4,5,77,2,-1,0,no
7,0,1,1,0,12,3,80,2,-1,0,yes
4,0,0,1,0,13,5,537,5,303,2,no
9,259,1,1,0,15,6,415,1,89,1,yes
1,4103,1,1,0,19,11,291,1,-1,0,no
9,744,0,1,0,14,5,283,1,288,12,no
